id,Number_of_estimators,Criterion,Max_samples,Max_depth,Accuracy_mean,Accuracy_std,Precision_mean_D0,Precision_std_D0,Recall_mean_D0,Recall_std_D0,F1_score_mean_D0,F1_score_std_D0,Precision_mean_D1,Precision_std_D1,Recall_mean_D1,Recall_std_D1,F1_score_mean_D1,F1_score_std_D1,Precision_mean_D2,Precision_std_D2,Recall_mean_D2,Recall_std_D2,F1_score_mean_D2,F1_score_std_D2,Precision_mean_D3,Precision_std_D3,Recall_mean_D3,Recall_std_D3,F1_score_mean_D3,F1_score_std_D3,Precision_mean_D4,Precision_std_D4,Recall_mean_D4,Recall_std_D4,F1_score_mean_D4,F1_score_std_D4,Precision_mean_D5,Precision_std_D5,Recall_mean_D5,Recall_std_D5,F1_score_mean_D5,F1_score_std_D5,Precision_mean_D6,Precision_std_D6,Recall_mean_D6,Recall_std_D6,F1_score_mean_D6,F1_score_std_D6
0,10,gini,0.2,3.0,0.6289817232375979,0.027593600449830624,0.6248638246273786,0.04581469765848599,0.6257905351678903,0.03271638949642354,0.5977698564557159,0.0370010568375131,0.6248638246273786,0.04581469765848599,0.6257905351678903,0.03271638949642354,0.5977698564557159,0.0370010568375131,0.6248638246273786,0.04581469765848599,0.6257905351678903,0.03271638949642354,0.5977698564557159,0.0370010568375131,0.6248638246273786,0.04581469765848599,0.6257905351678903,0.03271638949642354,0.5977698564557159,0.0370010568375131,0.6248638246273786,0.04581469765848599,0.6257905351678903,0.03271638949642354,0.5977698564557159,0.0370010568375131,0.6248638246273786,0.04581469765848599,0.6257905351678903,0.03271638949642354,0.5977698564557159,0.0370010568375131,0.6248638246273786,0.04581469765848599,0.6257905351678903,0.03271638949642354,0.5977698564557159,0.0370010568375131
1,10,gini,0.2,6.0,0.7569190600522193,0.01927345747672123,0.7521168292691041,0.015545428132794808,0.7511228826081905,0.0184047011585411,0.74609556856785,0.01842266457402143,0.7521168292691041,0.015545428132794808,0.7511228826081905,0.0184047011585411,0.74609556856785,0.01842266457402143,0.7521168292691041,0.015545428132794808,0.7511228826081905,0.0184047011585411,0.74609556856785,0.01842266457402143,0.7521168292691041,0.015545428132794808,0.7511228826081905,0.0184047011585411,0.74609556856785,0.01842266457402143,0.7521168292691041,0.015545428132794808,0.7511228826081905,0.0184047011585411,0.74609556856785,0.01842266457402143,0.7521168292691041,0.015545428132794808,0.7511228826081905,0.0184047011585411,0.74609556856785,0.01842266457402143,0.7521168292691041,0.015545428132794808,0.7511228826081905,0.0184047011585411,0.74609556856785,0.01842266457402143
2,10,gini,0.2,9.0,0.7913838120104438,0.012215861686986528,0.7863016963776335,0.014103736259608453,0.7869833182265481,0.013954871161301391,0.7838466567748464,0.013591556175158066,0.7863016963776335,0.014103736259608453,0.7869833182265481,0.013954871161301391,0.7838466567748464,0.013591556175158066,0.7863016963776335,0.014103736259608453,0.7869833182265481,0.013954871161301391,0.7838466567748464,0.013591556175158066,0.7863016963776335,0.014103736259608453,0.7869833182265481,0.013954871161301391,0.7838466567748464,0.013591556175158066,0.7863016963776335,0.014103736259608453,0.7869833182265481,0.013954871161301391,0.7838466567748464,0.013591556175158066,0.7863016963776335,0.014103736259608453,0.7869833182265481,0.013954871161301391,0.7838466567748464,0.013591556175158066,0.7863016963776335,0.014103736259608453,0.7869833182265481,0.013954871161301391,0.7838466567748464,0.013591556175158066
3,10,gini,0.2,12.0,0.8138381201044387,0.00984233776760876,0.8091922860247969,0.01515289304064972,0.8094958101586822,0.014109230255338901,0.8071674851677038,0.014146630286678522,0.8091922860247969,0.01515289304064972,0.8094958101586822,0.014109230255338901,0.8071674851677038,0.014146630286678522,0.8091922860247969,0.01515289304064972,0.8094958101586822,0.014109230255338901,0.8071674851677038,0.014146630286678522,0.8091922860247969,0.01515289304064972,0.8094958101586822,0.014109230255338901,0.8071674851677038,0.014146630286678522,0.8091922860247969,0.01515289304064972,0.8094958101586822,0.014109230255338901,0.8071674851677038,0.014146630286678522,0.8091922860247969,0.01515289304064972,0.8094958101586822,0.014109230255338901,0.8071674851677038,0.014146630286678522,0.8091922860247969,0.01515289304064972,0.8094958101586822,0.014109230255338901,0.8071674851677038,0.014146630286678522
4,10,gini,0.6000000000000001,3.0,0.6321148825065274,0.044208674969729606,0.6324930554972339,0.032627072928978276,0.6308364819090042,0.03855413384512559,0.6054588508758194,0.0511492716214549,0.6324930554972339,0.032627072928978276,0.6308364819090042,0.03855413384512559,0.6054588508758194,0.0511492716214549,0.6324930554972339,0.032627072928978276,0.6308364819090042,0.03855413384512559,0.6054588508758194,0.0511492716214549,0.6324930554972339,0.032627072928978276,0.6308364819090042,0.03855413384512559,0.6054588508758194,0.0511492716214549,0.6324930554972339,0.032627072928978276,0.6308364819090042,0.03855413384512559,0.6054588508758194,0.0511492716214549,0.6324930554972339,0.032627072928978276,0.6308364819090042,0.03855413384512559,0.6054588508758194,0.0511492716214549,0.6324930554972339,0.032627072928978276,0.6308364819090042,0.03855413384512559,0.6054588508758194,0.0511492716214549
5,10,gini,0.6000000000000001,6.0,0.7772845953002612,0.017710358101422047,0.7731980150149802,0.0184236393461539,0.7742765241647954,0.01848830048231232,0.7702844916558149,0.018324210703585486,0.7731980150149802,0.0184236393461539,0.7742765241647954,0.01848830048231232,0.7702844916558149,0.018324210703585486,0.7731980150149802,0.0184236393461539,0.7742765241647954,0.01848830048231232,0.7702844916558149,0.018324210703585486,0.7731980150149802,0.0184236393461539,0.7742765241647954,0.01848830048231232,0.7702844916558149,0.018324210703585486,0.7731980150149802,0.0184236393461539,0.7742765241647954,0.01848830048231232,0.7702844916558149,0.018324210703585486,0.7731980150149802,0.0184236393461539,0.7742765241647954,0.01848830048231232,0.7702844916558149,0.018324210703585486,0.7731980150149802,0.0184236393461539,0.7742765241647954,0.01848830048231232,0.7702844916558149,0.018324210703585486
6,10,gini,0.6000000000000001,9.0,0.8323759791122715,0.017777592199007004,0.8299967765415783,0.021631892929278758,0.828324793853807,0.02180230975646324,0.8273801942060389,0.021557867036904262,0.8299967765415783,0.021631892929278758,0.828324793853807,0.02180230975646324,0.8273801942060389,0.021557867036904262,0.8299967765415783,0.021631892929278758,0.828324793853807,0.02180230975646324,0.8273801942060389,0.021557867036904262,0.8299967765415783,0.021631892929278758,0.828324793853807,0.02180230975646324,0.8273801942060389,0.021557867036904262,0.8299967765415783,0.021631892929278758,0.828324793853807,0.02180230975646324,0.8273801942060389,0.021557867036904262,0.8299967765415783,0.021631892929278758,0.828324793853807,0.02180230975646324,0.8273801942060389,0.021557867036904262,0.8299967765415783,0.021631892929278758,0.828324793853807,0.02180230975646324,0.8273801942060389,0.021557867036904262
7,10,gini,0.6000000000000001,12.0,0.8532637075718015,0.016669336500796203,0.8509481262884944,0.015784457066382984,0.8492729809216961,0.019180562375914093,0.8476392194203692,0.018383868444452413,0.8509481262884944,0.015784457066382984,0.8492729809216961,0.019180562375914093,0.8476392194203692,0.018383868444452413,0.8509481262884944,0.015784457066382984,0.8492729809216961,0.019180562375914093,0.8476392194203692,0.018383868444452413,0.8509481262884944,0.015784457066382984,0.8492729809216961,0.019180562375914093,0.8476392194203692,0.018383868444452413,0.8509481262884944,0.015784457066382984,0.8492729809216961,0.019180562375914093,0.8476392194203692,0.018383868444452413,0.8509481262884944,0.015784457066382984,0.8492729809216961,0.019180562375914093,0.8476392194203692,0.018383868444452413,0.8509481262884944,0.015784457066382984,0.8492729809216961,0.019180562375914093,0.8476392194203692,0.018383868444452413
8,10,gini,1.0,3.0,0.6331592689295039,0.04298589087457129,0.637355078122871,0.04550280124685407,0.6282311388090219,0.040829959868666534,0.6024323133155886,0.05319801528646652,0.637355078122871,0.04550280124685407,0.6282311388090219,0.040829959868666534,0.6024323133155886,0.05319801528646652,0.637355078122871,0.04550280124685407,0.6282311388090219,0.040829959868666534,0.6024323133155886,0.05319801528646652,0.637355078122871,0.04550280124685407,0.6282311388090219,0.040829959868666534,0.6024323133155886,0.05319801528646652,0.637355078122871,0.04550280124685407,0.6282311388090219,0.040829959868666534,0.6024323133155886,0.05319801528646652,0.637355078122871,0.04550280124685407,0.6282311388090219,0.040829959868666534,0.6024323133155886,0.05319801528646652,0.637355078122871,0.04550280124685407,0.6282311388090219,0.040829959868666534,0.6024323133155886,0.05319801528646652
9,10,gini,1.0,6.0,0.7859007832898172,0.020425699441888188,0.7825970672828203,0.02377744698162621,0.7836048285141615,0.02080715571767894,0.7799000581796124,0.021441208356945598,0.7825970672828203,0.02377744698162621,0.7836048285141615,0.02080715571767894,0.7799000581796124,0.021441208356945598,0.7825970672828203,0.02377744698162621,0.7836048285141615,0.02080715571767894,0.7799000581796124,0.021441208356945598,0.7825970672828203,0.02377744698162621,0.7836048285141615,0.02080715571767894,0.7799000581796124,0.021441208356945598,0.7825970672828203,0.02377744698162621,0.7836048285141615,0.02080715571767894,0.7799000581796124,0.021441208356945598,0.7825970672828203,0.02377744698162621,0.7836048285141615,0.02080715571767894,0.7799000581796124,0.021441208356945598,0.7825970672828203,0.02377744698162621,0.7836048285141615,0.02080715571767894,0.7799000581796124,0.021441208356945598
10,10,gini,1.0,9.0,0.8433420365535248,0.019008119815353844,0.839429987877794,0.02278367211069263,0.8396065435854612,0.020071271969310668,0.8381216081979768,0.022225007491490437,0.839429987877794,0.02278367211069263,0.8396065435854612,0.020071271969310668,0.8381216081979768,0.022225007491490437,0.839429987877794,0.02278367211069263,0.8396065435854612,0.020071271969310668,0.8381216081979768,0.022225007491490437,0.839429987877794,0.02278367211069263,0.8396065435854612,0.020071271969310668,0.8381216081979768,0.022225007491490437,0.839429987877794,0.02278367211069263,0.8396065435854612,0.020071271969310668,0.8381216081979768,0.022225007491490437,0.839429987877794,0.02278367211069263,0.8396065435854612,0.020071271969310668,0.8381216081979768,0.022225007491490437,0.839429987877794,0.02278367211069263,0.8396065435854612,0.020071271969310668,0.8381216081979768,0.022225007491490437
11,10,gini,1.0,12.0,0.8537859007832898,0.013716893510771471,0.8495609664763176,0.017195445979661567,0.8487141556783943,0.016304093082864894,0.8481960768685429,0.01720249271439061,0.8495609664763176,0.017195445979661567,0.8487141556783943,0.016304093082864894,0.8481960768685429,0.01720249271439061,0.8495609664763176,0.017195445979661567,0.8487141556783943,0.016304093082864894,0.8481960768685429,0.01720249271439061,0.8495609664763176,0.017195445979661567,0.8487141556783943,0.016304093082864894,0.8481960768685429,0.01720249271439061,0.8495609664763176,0.017195445979661567,0.8487141556783943,0.016304093082864894,0.8481960768685429,0.01720249271439061,0.8495609664763176,0.017195445979661567,0.8487141556783943,0.016304093082864894,0.8481960768685429,0.01720249271439061,0.8495609664763176,0.017195445979661567,0.8487141556783943,0.016304093082864894,0.8481960768685429,0.01720249271439061
12,10,entropy,0.2,3.0,0.6383812010443864,0.033725960849269467,0.6260776363920609,0.03767243562818045,0.6339036093935287,0.03276968674548859,0.6147171472041786,0.03756355407567683,0.6260776363920609,0.03767243562818045,0.6339036093935287,0.03276968674548859,0.6147171472041786,0.03756355407567683,0.6260776363920609,0.03767243562818045,0.6339036093935287,0.03276968674548859,0.6147171472041786,0.03756355407567683,0.6260776363920609,0.03767243562818045,0.6339036093935287,0.03276968674548859,0.6147171472041786,0.03756355407567683,0.6260776363920609,0.03767243562818045,0.6339036093935287,0.03276968674548859,0.6147171472041786,0.03756355407567683,0.6260776363920609,0.03767243562818045,0.6339036093935287,0.03276968674548859,0.6147171472041786,0.03756355407567683,0.6260776363920609,0.03767243562818045,0.6339036093935287,0.03276968674548859,0.6147171472041786,0.03756355407567683
13,10,entropy,0.2,6.0,0.7532637075718016,0.01989309415018324,0.7445815755929025,0.021487355829424428,0.7473016554756715,0.022093113920624532,0.7427336373366399,0.022454615747187795,0.7445815755929025,0.021487355829424428,0.7473016554756715,0.022093113920624532,0.7427336373366399,0.022454615747187795,0.7445815755929025,0.021487355829424428,0.7473016554756715,0.022093113920624532,0.7427336373366399,0.022454615747187795,0.7445815755929025,0.021487355829424428,0.7473016554756715,0.022093113920624532,0.7427336373366399,0.022454615747187795,0.7445815755929025,0.021487355829424428,0.7473016554756715,0.022093113920624532,0.7427336373366399,0.022454615747187795,0.7445815755929025,0.021487355829424428,0.7473016554756715,0.022093113920624532,0.7427336373366399,0.022454615747187795,0.7445815755929025,0.021487355829424428,0.7473016554756715,0.022093113920624532,0.7427336373366399,0.022454615747187795
14,10,entropy,0.2,9.0,0.8039164490861619,0.0187717383478002,0.7995496827792131,0.022882008674198005,0.7981409875686025,0.022800461810360523,0.7962405382836201,0.022840272157190183,0.7995496827792131,0.022882008674198005,0.7981409875686025,0.022800461810360523,0.7962405382836201,0.022840272157190183,0.7995496827792131,0.022882008674198005,0.7981409875686025,0.022800461810360523,0.7962405382836201,0.022840272157190183,0.7995496827792131,0.022882008674198005,0.7981409875686025,0.022800461810360523,0.7962405382836201,0.022840272157190183,0.7995496827792131,0.022882008674198005,0.7981409875686025,0.022800461810360523,0.7962405382836201,0.022840272157190183,0.7995496827792131,0.022882008674198005,0.7981409875686025,0.022800461810360523,0.7962405382836201,0.022840272157190183,0.7995496827792131,0.022882008674198005,0.7981409875686025,0.022800461810360523,0.7962405382836201,0.022840272157190183
15,10,entropy,0.2,12.0,0.8052219321148826,0.0135770234986945,0.7998541062934739,0.01667777456001314,0.8004389050774467,0.012618707215043082,0.7981935147006209,0.014278201933427315,0.7998541062934739,0.01667777456001314,0.8004389050774467,0.012618707215043082,0.7981935147006209,0.014278201933427315,0.7998541062934739,0.01667777456001314,0.8004389050774467,0.012618707215043082,0.7981935147006209,0.014278201933427315,0.7998541062934739,0.01667777456001314,0.8004389050774467,0.012618707215043082,0.7981935147006209,0.014278201933427315,0.7998541062934739,0.01667777456001314,0.8004389050774467,0.012618707215043082,0.7981935147006209,0.014278201933427315,0.7998541062934739,0.01667777456001314,0.8004389050774467,0.012618707215043082,0.7981935147006209,0.014278201933427315,0.7998541062934739,0.01667777456001314,0.8004389050774467,0.012618707215043082,0.7981935147006209,0.014278201933427315
16,10,entropy,0.6000000000000001,3.0,0.6315926892950392,0.03678498149455654,0.6301258120107794,0.032995391154416874,0.6334421294418054,0.03034871121779386,0.6071241593031853,0.04364371340068528,0.6301258120107794,0.032995391154416874,0.6334421294418054,0.03034871121779386,0.6071241593031853,0.04364371340068528,0.6301258120107794,0.032995391154416874,0.6334421294418054,0.03034871121779386,0.6071241593031853,0.04364371340068528,0.6301258120107794,0.032995391154416874,0.6334421294418054,0.03034871121779386,0.6071241593031853,0.04364371340068528,0.6301258120107794,0.032995391154416874,0.6334421294418054,0.03034871121779386,0.6071241593031853,0.04364371340068528,0.6301258120107794,0.032995391154416874,0.6334421294418054,0.03034871121779386,0.6071241593031853,0.04364371340068528,0.6301258120107794,0.032995391154416874,0.6334421294418054,0.03034871121779386,0.6071241593031853,0.04364371340068528
17,10,entropy,0.6000000000000001,6.0,0.7801566579634465,0.019980288741210432,0.773491085177163,0.02325556756661217,0.776193559091545,0.024009473476337997,0.7723389962822395,0.022815692140168316,0.773491085177163,0.02325556756661217,0.776193559091545,0.024009473476337997,0.7723389962822395,0.022815692140168316,0.773491085177163,0.02325556756661217,0.776193559091545,0.024009473476337997,0.7723389962822395,0.022815692140168316,0.773491085177163,0.02325556756661217,0.776193559091545,0.024009473476337997,0.7723389962822395,0.022815692140168316,0.773491085177163,0.02325556756661217,0.776193559091545,0.024009473476337997,0.7723389962822395,0.022815692140168316,0.773491085177163,0.02325556756661217,0.776193559091545,0.024009473476337997,0.7723389962822395,0.022815692140168316,0.773491085177163,0.02325556756661217,0.776193559091545,0.024009473476337997,0.7723389962822395,0.022815692140168316
18,10,entropy,0.6000000000000001,9.0,0.8381201044386423,0.010765288839732805,0.8350296602682897,0.014005184390846635,0.8352757858459805,0.013097235282446242,0.8329990837393387,0.012924411066985927,0.8350296602682897,0.014005184390846635,0.8352757858459805,0.013097235282446242,0.8329990837393387,0.012924411066985927,0.8350296602682897,0.014005184390846635,0.8352757858459805,0.013097235282446242,0.8329990837393387,0.012924411066985927,0.8350296602682897,0.014005184390846635,0.8352757858459805,0.013097235282446242,0.8329990837393387,0.012924411066985927,0.8350296602682897,0.014005184390846635,0.8352757858459805,0.013097235282446242,0.8329990837393387,0.012924411066985927,0.8350296602682897,0.014005184390846635,0.8352757858459805,0.013097235282446242,0.8329990837393387,0.012924411066985927,0.8350296602682897,0.014005184390846635,0.8352757858459805,0.013097235282446242,0.8329990837393387,0.012924411066985927
19,10,entropy,0.6000000000000001,12.0,0.8511749347258485,0.010637884484315081,0.8479094735449481,0.012002091771330218,0.8466020513011244,0.013287732512372785,0.8459406069503599,0.013133679144973348,0.8479094735449481,0.012002091771330218,0.8466020513011244,0.013287732512372785,0.8459406069503599,0.013133679144973348,0.8479094735449481,0.012002091771330218,0.8466020513011244,0.013287732512372785,0.8459406069503599,0.013133679144973348,0.8479094735449481,0.012002091771330218,0.8466020513011244,0.013287732512372785,0.8459406069503599,0.013133679144973348,0.8479094735449481,0.012002091771330218,0.8466020513011244,0.013287732512372785,0.8459406069503599,0.013133679144973348,0.8479094735449481,0.012002091771330218,0.8466020513011244,0.013287732512372785,0.8459406069503599,0.013133679144973348,0.8479094735449481,0.012002091771330218,0.8466020513011244,0.013287732512372785,0.8459406069503599,0.013133679144973348
20,10,entropy,1.0,3.0,0.6433420365535247,0.033399961134093756,0.6414017263849253,0.037560603654128305,0.642334238811676,0.02717361718791814,0.6216852670022072,0.03718942096623861,0.6414017263849253,0.037560603654128305,0.642334238811676,0.02717361718791814,0.6216852670022072,0.03718942096623861,0.6414017263849253,0.037560603654128305,0.642334238811676,0.02717361718791814,0.6216852670022072,0.03718942096623861,0.6414017263849253,0.037560603654128305,0.642334238811676,0.02717361718791814,0.6216852670022072,0.03718942096623861,0.6414017263849253,0.037560603654128305,0.642334238811676,0.02717361718791814,0.6216852670022072,0.03718942096623861,0.6414017263849253,0.037560603654128305,0.642334238811676,0.02717361718791814,0.6216852670022072,0.03718942096623861,0.6414017263849253,0.037560603654128305,0.642334238811676,0.02717361718791814,0.6216852670022072,0.03718942096623861
21,10,entropy,1.0,6.0,0.7929503916449085,0.013569489775651462,0.7884241819301616,0.01192829957368176,0.7889719202067399,0.013895010624936054,0.7864004002295901,0.012559186161547095,0.7884241819301616,0.01192829957368176,0.7889719202067399,0.013895010624936054,0.7864004002295901,0.012559186161547095,0.7884241819301616,0.01192829957368176,0.7889719202067399,0.013895010624936054,0.7864004002295901,0.012559186161547095,0.7884241819301616,0.01192829957368176,0.7889719202067399,0.013895010624936054,0.7864004002295901,0.012559186161547095,0.7884241819301616,0.01192829957368176,0.7889719202067399,0.013895010624936054,0.7864004002295901,0.012559186161547095,0.7884241819301616,0.01192829957368176,0.7889719202067399,0.013895010624936054,0.7864004002295901,0.012559186161547095,0.7884241819301616,0.01192829957368176,0.7889719202067399,0.013895010624936054,0.7864004002295901,0.012559186161547095
22,10,entropy,1.0,9.0,0.8409921671018277,0.01455833092370825,0.8372951086025795,0.015486968586475046,0.8364730609539409,0.015610160299205653,0.8353654245025185,0.015919018583190687,0.8372951086025795,0.015486968586475046,0.8364730609539409,0.015610160299205653,0.8353654245025185,0.015919018583190687,0.8372951086025795,0.015486968586475046,0.8364730609539409,0.015610160299205653,0.8353654245025185,0.015919018583190687,0.8372951086025795,0.015486968586475046,0.8364730609539409,0.015610160299205653,0.8353654245025185,0.015919018583190687,0.8372951086025795,0.015486968586475046,0.8364730609539409,0.015610160299205653,0.8353654245025185,0.015919018583190687,0.8372951086025795,0.015486968586475046,0.8364730609539409,0.015610160299205653,0.8353654245025185,0.015919018583190687,0.8372951086025795,0.015486968586475046,0.8364730609539409,0.015610160299205653,0.8353654245025185,0.015919018583190687
23,10,entropy,1.0,12.0,0.8582245430809399,0.007202670613124652,0.8552988080982283,0.008236417217116964,0.8542814992809854,0.007302531990181221,0.8538173068405532,0.00781624421171854,0.8552988080982283,0.008236417217116964,0.8542814992809854,0.007302531990181221,0.8538173068405532,0.00781624421171854,0.8552988080982283,0.008236417217116964,0.8542814992809854,0.007302531990181221,0.8538173068405532,0.00781624421171854,0.8552988080982283,0.008236417217116964,0.8542814992809854,0.007302531990181221,0.8538173068405532,0.00781624421171854,0.8552988080982283,0.008236417217116964,0.8542814992809854,0.007302531990181221,0.8538173068405532,0.00781624421171854,0.8552988080982283,0.008236417217116964,0.8542814992809854,0.007302531990181221,0.8538173068405532,0.00781624421171854,0.8552988080982283,0.008236417217116964,0.8542814992809854,0.007302531990181221,0.8538173068405532,0.00781624421171854
24,100,gini,0.2,3.0,0.6900783289817232,0.03200004942425402,0.691777476886138,0.028539994419676272,0.6875418343172681,0.027410254084943943,0.6706595873060294,0.032597173365827625,0.691777476886138,0.028539994419676272,0.6875418343172681,0.027410254084943943,0.6706595873060294,0.032597173365827625,0.691777476886138,0.028539994419676272,0.6875418343172681,0.027410254084943943,0.6706595873060294,0.032597173365827625,0.691777476886138,0.028539994419676272,0.6875418343172681,0.027410254084943943,0.6706595873060294,0.032597173365827625,0.691777476886138,0.028539994419676272,0.6875418343172681,0.027410254084943943,0.6706595873060294,0.032597173365827625,0.691777476886138,0.028539994419676272,0.6875418343172681,0.027410254084943943,0.6706595873060294,0.032597173365827625,0.691777476886138,0.028539994419676272,0.6875418343172681,0.027410254084943943,0.6706595873060294,0.032597173365827625
25,100,gini,0.2,6.0,0.8096605744125327,0.014698138845992229,0.8050914717365647,0.014945448172782266,0.8067073903843683,0.015065167994469213,0.8030521569076121,0.015954845115991774,0.8050914717365647,0.014945448172782266,0.8067073903843683,0.015065167994469213,0.8030521569076121,0.015954845115991774,0.8050914717365647,0.014945448172782266,0.8067073903843683,0.015065167994469213,0.8030521569076121,0.015954845115991774,0.8050914717365647,0.014945448172782266,0.8067073903843683,0.015065167994469213,0.8030521569076121,0.015954845115991774,0.8050914717365647,0.014945448172782266,0.8067073903843683,0.015065167994469213,0.8030521569076121,0.015954845115991774,0.8050914717365647,0.014945448172782266,0.8067073903843683,0.015065167994469213,0.8030521569076121,0.015954845115991774,0.8050914717365647,0.014945448172782266,0.8067073903843683,0.015065167994469213,0.8030521569076121,0.015954845115991774
26,100,gini,0.2,9.0,0.84621409921671,0.01615637441713314,0.8432478870640299,0.01860618665158295,0.8419856024742829,0.01983933174185436,0.8408736878753824,0.01921293008349157,0.8432478870640299,0.01860618665158295,0.8419856024742829,0.01983933174185436,0.8408736878753824,0.01921293008349157,0.8432478870640299,0.01860618665158295,0.8419856024742829,0.01983933174185436,0.8408736878753824,0.01921293008349157,0.8432478870640299,0.01860618665158295,0.8419856024742829,0.01983933174185436,0.8408736878753824,0.01921293008349157,0.8432478870640299,0.01860618665158295,0.8419856024742829,0.01983933174185436,0.8408736878753824,0.01921293008349157,0.8432478870640299,0.01860618665158295,0.8419856024742829,0.01983933174185436,0.8408736878753824,0.01921293008349157,0.8432478870640299,0.01860618665158295,0.8419856024742829,0.01983933174185436,0.8408736878753824,0.01921293008349157
27,100,gini,0.2,12.0,0.8550913838120104,0.01237113079945914,0.8515693473441337,0.017454058550751956,0.8504532775005533,0.016920041055444906,0.8492206457705274,0.017037042894469244,0.8515693473441337,0.017454058550751956,0.8504532775005533,0.016920041055444906,0.8492206457705274,0.017037042894469244,0.8515693473441337,0.017454058550751956,0.8504532775005533,0.016920041055444906,0.8492206457705274,0.017037042894469244,0.8515693473441337,0.017454058550751956,0.8504532775005533,0.016920041055444906,0.8492206457705274,0.017037042894469244,0.8515693473441337,0.017454058550751956,0.8504532775005533,0.016920041055444906,0.8492206457705274,0.017037042894469244,0.8515693473441337,0.017454058550751956,0.8504532775005533,0.016920041055444906,0.8492206457705274,0.017037042894469244,0.8515693473441337,0.017454058550751956,0.8504532775005533,0.016920041055444906,0.8492206457705274,0.017037042894469244
28,100,gini,0.6000000000000001,3.0,0.6757180156657963,0.028952305536562122,0.6792258314444001,0.024627729228436097,0.6721394464583756,0.025285310888586467,0.6566999691234516,0.03221951332788055,0.6792258314444001,0.024627729228436097,0.6721394464583756,0.025285310888586467,0.6566999691234516,0.03221951332788055,0.6792258314444001,0.024627729228436097,0.6721394464583756,0.025285310888586467,0.6566999691234516,0.03221951332788055,0.6792258314444001,0.024627729228436097,0.6721394464583756,0.025285310888586467,0.6566999691234516,0.03221951332788055,0.6792258314444001,0.024627729228436097,0.6721394464583756,0.025285310888586467,0.6566999691234516,0.03221951332788055,0.6792258314444001,0.024627729228436097,0.6721394464583756,0.025285310888586467,0.6566999691234516,0.03221951332788055,0.6792258314444001,0.024627729228436097,0.6721394464583756,0.025285310888586467,0.6566999691234516,0.03221951332788055
