id,Number_of_estimators,Learning_rate,Max_depth,Accuracy_mean,Accuracy_std,Precision_mean_D0,Precision_std_D0,Recall_mean_D0,Recall_std_D0,F1_score_mean_D0,F1_score_std_D0,Precision_mean_D1,Precision_std_D1,Recall_mean_D1,Recall_std_D1,F1_score_mean_D1,F1_score_std_D1,Precision_mean_D2,Precision_std_D2,Recall_mean_D2,Recall_std_D2,F1_score_mean_D2,F1_score_std_D2,Precision_mean_D3,Precision_std_D3,Recall_mean_D3,Recall_std_D3,F1_score_mean_D3,F1_score_std_D3,Precision_mean_D4,Precision_std_D4,Recall_mean_D4,Recall_std_D4,F1_score_mean_D4,F1_score_std_D4,Precision_mean_D5,Precision_std_D5,Recall_mean_D5,Recall_std_D5,F1_score_mean_D5,F1_score_std_D5,Precision_mean_D6,Precision_std_D6,Recall_mean_D6,Recall_std_D6,F1_score_mean_D6,F1_score_std_D6
21,100,0.1,6,0.8678851174934726,0.013526719422442409,0.8663162151100631,0.01515843347516307,0.863973607618718,0.016088918784754647,0.8637570608594404,0.015775597890456673,0.8663162151100631,0.01515843347516307,0.863973607618718,0.016088918784754647,0.8637570608594404,0.015775597890456673,0.8663162151100631,0.01515843347516307,0.863973607618718,0.016088918784754647,0.8637570608594404,0.015775597890456673,0.8663162151100631,0.01515843347516307,0.863973607618718,0.016088918784754647,0.8637570608594404,0.015775597890456673,0.8663162151100631,0.01515843347516307,0.863973607618718,0.016088918784754647,0.8637570608594404,0.015775597890456673,0.8663162151100631,0.01515843347516307,0.863973607618718,0.016088918784754647,0.8637570608594404,0.015775597890456673,0.8663162151100631,0.01515843347516307,0.863973607618718,0.016088918784754647,0.8637570608594404,0.015775597890456673
22,100,0.1,9,0.8647519582245431,0.013303121882879373,0.8624998131442126,0.016521221294036093,0.8609729108565516,0.01604163856383191,0.8601216948304593,0.01594108183225818,0.8624998131442126,0.016521221294036093,0.8609729108565516,0.01604163856383191,0.8601216948304593,0.01594108183225818,0.8624998131442126,0.016521221294036093,0.8609729108565516,0.01604163856383191,0.8601216948304593,0.01594108183225818,0.8624998131442126,0.016521221294036093,0.8609729108565516,0.01604163856383191,0.8601216948304593,0.01594108183225818,0.8624998131442126,0.016521221294036093,0.8609729108565516,0.01604163856383191,0.8601216948304593,0.01594108183225818,0.8624998131442126,0.016521221294036093,0.8609729108565516,0.01604163856383191,0.8601216948304593,0.01594108183225818,0.8624998131442126,0.016521221294036093,0.8609729108565516,0.01604163856383191,0.8601216948304593,0.01594108183225818
23,100,0.1,12,0.8616187989556134,0.008173616627936574,0.8587494386512355,0.011120957704282243,0.8576134908377275,0.011334605257950168,0.8568484128570724,0.011107602214840633,0.8587494386512355,0.011120957704282243,0.8576134908377275,0.011334605257950168,0.8568484128570724,0.011107602214840633,0.8587494386512355,0.011120957704282243,0.8576134908377275,0.011334605257950168,0.8568484128570724,0.011107602214840633,0.8587494386512355,0.011120957704282243,0.8576134908377275,0.011334605257950168,0.8568484128570724,0.011107602214840633,0.8587494386512355,0.011120957704282243,0.8576134908377275,0.011334605257950168,0.8568484128570724,0.011107602214840633,0.8587494386512355,0.011120957704282243,0.8576134908377275,0.011334605257950168,0.8568484128570724,0.011107602214840633,0.8587494386512355,0.011120957704282243,0.8576134908377275,0.011334605257950168,0.8568484128570724,0.011107602214840633
24,100,0.15000000000000002,3,0.8480417754569191,0.01462140992167101,0.847621787393229,0.01738885640083547,0.8431051706320207,0.017339887771369637,0.8434485793231931,0.017136097415097952,0.847621787393229,0.01738885640083547,0.8431051706320207,0.017339887771369637,0.8434485793231931,0.017136097415097952,0.847621787393229,0.01738885640083547,0.8431051706320207,0.017339887771369637,0.8434485793231931,0.017136097415097952,0.847621787393229,0.01738885640083547,0.8431051706320207,0.017339887771369637,0.8434485793231931,0.017136097415097952,0.847621787393229,0.01738885640083547,0.8431051706320207,0.017339887771369637,0.8434485793231931,0.017136097415097952,0.847621787393229,0.01738885640083547,0.8431051706320207,0.017339887771369637,0.8434485793231931,0.017136097415097952,0.847621787393229,0.01738885640083547,0.8431051706320207,0.017339887771369637,0.8434485793231931,0.017136097415097952
25,100,0.15000000000000002,6,0.8699738903394255,0.015035174985783781,0.8682485141431309,0.01689217605846186,0.8659958210045445,0.016650794106798327,0.8657643718568254,0.016641956588057897,0.8682485141431309,0.01689217605846186,0.8659958210045445,0.016650794106798327,0.8657643718568254,0.016641956588057897,0.8682485141431309,0.01689217605846186,0.8659958210045445,0.016650794106798327,0.8657643718568254,0.016641956588057897,0.8682485141431309,0.01689217605846186,0.8659958210045445,0.016650794106798327,0.8657643718568254,0.016641956588057897,0.8682485141431309,0.01689217605846186,0.8659958210045445,0.016650794106798327,0.8657643718568254,0.016641956588057897,0.8682485141431309,0.01689217605846186,0.8659958210045445,0.016650794106798327,0.8657643718568254,0.016641956588057897,0.8682485141431309,0.01689217605846186,0.8659958210045445,0.016650794106798327,0.8657643718568254,0.016641956588057897
26,100,0.15000000000000002,9,0.8644908616187991,0.01053808672094548,0.8627534161595379,0.013536185074747593,0.8603195413406933,0.013630033006246468,0.8598131456483324,0.013259164368668816,0.8627534161595379,0.013536185074747593,0.8603195413406933,0.013630033006246468,0.8598131456483324,0.013259164368668816,0.8627534161595379,0.013536185074747593,0.8603195413406933,0.013630033006246468,0.8598131456483324,0.013259164368668816,0.8627534161595379,0.013536185074747593,0.8603195413406933,0.013630033006246468,0.8598131456483324,0.013259164368668816,0.8627534161595379,0.013536185074747593,0.8603195413406933,0.013630033006246468,0.8598131456483324,0.013259164368668816,0.8627534161595379,0.013536185074747593,0.8603195413406933,0.013630033006246468,0.8598131456483324,0.013259164368668816,0.8627534161595379,0.013536185074747593,0.8603195413406933,0.013630033006246468,0.8598131456483324,0.013259164368668816
27,100,0.15000000000000002,12,0.8608355091383812,0.009271687156430666,0.8574940033410499,0.012368069925452842,0.8564183405207719,0.011984610145826628,0.8555775151542975,0.01201533393268232,0.8574940033410499,0.012368069925452842,0.8564183405207719,0.011984610145826628,0.8555775151542975,0.01201533393268232,0.8574940033410499,0.012368069925452842,0.8564183405207719,0.011984610145826628,0.8555775151542975,0.01201533393268232,0.8574940033410499,0.012368069925452842,0.8564183405207719,0.011984610145826628,0.8555775151542975,0.01201533393268232,0.8574940033410499,0.012368069925452842,0.8564183405207719,0.011984610145826628,0.8555775151542975,0.01201533393268232,0.8574940033410499,0.012368069925452842,0.8564183405207719,0.011984610145826628,0.8555775151542975,0.01201533393268232,0.8574940033410499,0.012368069925452842,0.8564183405207719,0.011984610145826628,0.8555775151542975,0.01201533393268232
28,100,0.2,3,0.8582245430809399,0.009271687156430657,0.8567491946736905,0.013033746469146344,0.8533295031991859,0.012973786946685146,0.8535548642743439,0.012860529476738334,0.8567491946736905,0.013033746469146344,0.8533295031991859,0.012973786946685146,0.8535548642743439,0.012860529476738334,0.8567491946736905,0.013033746469146344,0.8533295031991859,0.012973786946685146,0.8535548642743439,0.012860529476738334,0.8567491946736905,0.013033746469146344,0.8533295031991859,0.012973786946685146,0.8535548642743439,0.012860529476738334,0.8567491946736905,0.013033746469146344,0.8533295031991859,0.012973786946685146,0.8535548642743439,0.012860529476738334,0.8567491946736905,0.013033746469146344,0.8533295031991859,0.012973786946685146,0.8535548642743439,0.012860529476738334,0.8567491946736905,0.013033746469146344,0.8533295031991859,0.012973786946685146,0.8535548642743439,0.012860529476738334
29,100,0.2,6,0.8697127937336813,0.009227465820925493,0.8684850844337827,0.01222070316762694,0.866149384119488,0.012721992025506904,0.8656276488975543,0.012444837479193538,0.8684850844337827,0.01222070316762694,0.866149384119488,0.012721992025506904,0.8656276488975543,0.012444837479193538,0.8684850844337827,0.01222070316762694,0.866149384119488,0.012721992025506904,0.8656276488975543,0.012444837479193538,0.8684850844337827,0.01222070316762694,0.866149384119488,0.012721992025506904,0.8656276488975543,0.012444837479193538,0.8684850844337827,0.01222070316762694,0.866149384119488,0.012721992025506904,0.8656276488975543,0.012444837479193538,0.8684850844337827,0.01222070316762694,0.866149384119488,0.012721992025506904,0.8656276488975543,0.012444837479193538,0.8684850844337827,0.01222070316762694,0.866149384119488,0.012721992025506904,0.8656276488975543,0.012444837479193538
30,100,0.2,9,0.8652741514360314,0.015543473698315647,0.8631711307611389,0.017086539039523754,0.8615161270462839,0.018702380817275755,0.860830816919248,0.018125574920101795,0.8631711307611389,0.017086539039523754,0.8615161270462839,0.018702380817275755,0.860830816919248,0.018125574920101795,0.8631711307611389,0.017086539039523754,0.8615161270462839,0.018702380817275755,0.860830816919248,0.018125574920101795,0.8631711307611389,0.017086539039523754,0.8615161270462839,0.018702380817275755,0.860830816919248,0.018125574920101795,0.8631711307611389,0.017086539039523754,0.8615161270462839,0.018702380817275755,0.860830816919248,0.018125574920101795,0.8631711307611389,0.017086539039523754,0.8615161270462839,0.018702380817275755,0.860830816919248,0.018125574920101795,0.8631711307611389,0.017086539039523754,0.8615161270462839,0.018702380817275755,0.860830816919248,0.018125574920101795
